"Viewer Version","2.91"
"COM HW Type","RS485/USB Sensor Cable"
"COM HW Config","Config String: COM6, 115200, ECHOOFF"
"Sensor Cable Version","1.8"
"Product Type","Liquid Flow Sensor (SF06 Chip)"
"Product COM Protocol Config","SHDLC Device Address: 0"
"Product ID","0x03010101"
"Sensor Serial","0000313239354A51"
"I2C Address","33"
"Supply Voltage","3.5 V"
"Command Address","0x3608"
"Sampling Time [ms]","5"
"Scale Factor Flow lin.","60"
"Scale Factor Temp lin.","200"
"Scale Factor Custom","1"
"Sample #","Relative Time[s]","Flow linearized [Pa]","Temperature linearized [deg C]","Custom []"
"476239","2,380.0947","62.700","31.395","60.000"
"476240","2,380.0993","58.850","31.390","60.000"
"476241","2,380.1046","63.750","31.405","60.000"
"476242","2,380.1100","56.750","31.390","60.000"
"476243","2,380.1154","62.083","31.390","60.000"
"476244","2,380.1207","58.717","31.410","60.000"
"476245","2,380.1259","58.400","31.410","60.000"
"476246","2,380.1312","59.483","31.410","60.000"
"476247","2,380.1367","58.683","31.370","60.000"
"476248","2,380.1422","68.350","31.370","60.000"
"476249","2,380.1476","58.450","31.400","60.000"
"476250","2,380.1521","55.017","31.400","60.000"
"476251","2,380.1567","57.567","31.365","60.000"
"476252","2,380.1612","53.300","31.410","60.000"
"476253","2,380.1657","57.950","31.410","60.000"
"476254","2,380.1702","53.483","31.390","60.000"
"476255","2,380.1747","54.617","31.410","60.000"
"476256","2,380.1792","62.667","31.410","60.000"
"476257","2,380.1847","61.317","31.410","60.000"
"476258","2,380.1901","61.717","31.365","60.000"
"476259","2,380.1955","61.283","31.390","60.000"
"476260","2,380.2008","62.100","31.390","60.000"
"476261","2,380.2062","61.517","31.370","60.000"
"476262","2,380.2115","61.100","31.420","60.000"
"476263","2,380.2168","61.400","31.420","60.000"
"476264","2,380.2221","63.500","31.400","60.000"
"476265","2,380.2275","64.583","31.375","60.000"
"476266","2,380.2320","62.700","31.390","60.000"
"476267","2,380.2365","59.017","31.390","60.000"
"476268","2,380.2410","55.500","31.410","60.000"
"476269","2,380.2456","60.700","31.390","60.000"
"476270","2,380.2501","56.717","31.390","60.000"
"476271","2,380.2546","55.833","31.420","60.000"
"476272","2,380.2592","62.850","31.375","60.000"
"476273","2,380.2645","60.717","31.375","60.000"
"476274","2,380.2698","61.300","31.390","60.000"
"476275","2,380.2751","64.500","31.430","60.000"
"476276","2,380.2805","59.217","31.425","60.000"
"476277","2,380.2860","60.917","31.425","60.000"
"476278","2,380.2914","59.483","31.385","60.000"
"476279","2,380.2967","62.533","31.400","60.000"
"476280","2,380.3020","52.900","31.400","60.000"
"476281","2,380.3073","57.967","31.365","60.000"
"476282","2,380.3118","58.517","31.405","60.000"
"476283","2,380.3164","60.667","31.380","60.000"
"476284","2,380.3209","59.483","31.380","60.000"
"476285","2,380.3255","56.567","31.420","60.000"
"476286","2,380.3300","61.450","31.405","60.000"
"476287","2,380.3346","58.833","31.405","60.000"
"476288","2,380.3391","55.050","31.395","60.000"
"476289","2,380.3444","60.100","31.395","60.000"
"476290","2,380.3497","54.017","31.420","60.000"
"476291","2,380.3550","54.633","31.420","60.000"
"476292","2,380.3605","56.500","31.390","60.000"
"476293","2,380.3659","63.550","31.360","60.000"
"476294","2,380.3714","54.117","31.360","60.000"
"476295","2,380.3766","60.483","31.420","60.000"
"476296","2,380.3819","57.667","31.385","60.000"
"476297","2,380.3872","59.950","31.385","60.000"
"476298","2,380.3917","63.850","31.430","60.000"
"476299","2,380.3963","58.400","31.380","60.000"
"476300","2,380.4008","55.983","31.390","60.000"
"476301","2,380.4054","57.033","31.390","60.000"
"476302","2,380.4100","59.300","31.395","60.000"
"476303","2,380.4145","55.567","31.405","60.000"
